Genome,Condition
287.7497,Resistant
287.431,Susceptible
287.33745,Susceptible
287.13255,Resistant
287.29753,Resistant
287.9594,Resistant
287.18294,Susceptible
287.1682,Susceptible
287.31682,Resistant
287.26315,Resistant
287.34132,Susceptible
287.4104,Susceptible
287.5693,Susceptible
287.851,Susceptible
287.13333,Susceptible
287.27031,Susceptible
287.14826,Resistant
287.1032,Susceptible
287.29374,Susceptible
287.6981,Susceptible
287.11984,Susceptible
287.3301,Resistant
287.34293,Susceptible
287.9109,Susceptible
287.31657,Resistant
287.10393,Resistant
287.34374,Resistant
287.7756,Resistant
287.29635,Resistant
287.25245,Susceptible
287.12804,Susceptible
287.6899,Resistant
287.27114,Susceptible
287.7922,Susceptible
287.1766,Resistant
287.25741,Susceptible
287.33382,Susceptible
287.14797,Resistant
287.25938,Susceptible
287.14719,Resistant
287.7092,Susceptible
287.32991,Susceptible
287.12049,Resistant
287.7344,Susceptible
287.728,Susceptible
287.31711,Resistant
287.25183,Resistant
287.11122,Susceptible
287.29391,Resistant
287.30257,Resistant
287.9171,Susceptible
287.32487,Susceptible
287.6982,Susceptible
287.2968,Resistant
287.34038,Susceptible
287.18068,Susceptible
287.7823,Resistant
287.7562,Susceptible
287.27015,Resistant
287.925,Susceptible
287.31589,Resistant
287.17991,Resistant
287.7554,Resistant
287.13273,Susceptible
287.12729,Resistant
287.11536,Resistant
287.15915,Susceptible
287.25933,Susceptible
287.1053,Resistant
287.8951,Susceptible
287.25744,Susceptible
287.18341,Susceptible
287.929,Resistant
287.14816,Resistant
287.6328,Resistant
287.4299,Susceptible
287.27113,Susceptible
287.13274,Susceptible
287.29825,Susceptible
287.33384,Susceptible
287.3425,Resistant
287.11893,Resistant
287.316,Resistant
287.31445,Resistant
287.5688,Resistant
287.11158,Susceptible
287.14443,Susceptible
287.31381,Resistant
287.32599,Susceptible
287.18428,Susceptible
287.9423,Resistant
287.6835,Susceptible
287.12582,Resistant
287.17935,Susceptible
287.10139,Resistant
287.31667,Resistant
287.25235,Resistant
287.30278,Resistant
287.34394,Susceptible
287.5666,Resistant
287.13848,Susceptible
287.11744,Resistant
287.16569,Susceptible
287.3722,Susceptible
287.17477,Susceptible
287.707,Susceptible
287.27752,Susceptible
287.28393,Susceptible
287.12816,Resistant
287.18084,Resistant
287.28376,Susceptible
287.12651,Resistant
287.326,Susceptible
287.26399,Resistant
287.1231,Susceptible
287.12825,Resistant
287.3883,Resistant
287.17649,Susceptible
287.29803,Susceptible
287.29427,Susceptible
287.31193,Susceptible
287.27207,Resistant
287.25262,Resistant
287.4288,Resistant
287.15232,Resistant
287.7852,Susceptible
287.7959,Susceptible
287.29418,Susceptible
287.3429,Resistant
287.1252,Susceptible
287.12608,Resistant
287.25182,Resistant
287.25927,Susceptible
287.25902,Susceptible
287.803,Susceptible
287.7658,Resistant
287.26437,Resistant
287.443,Susceptible
287.3935,Resistant
287.7564,Susceptible
287.7745,Resistant
287.26054,Susceptible
287.31727,Resistant
287.26528,Resistant
287.4096,Susceptible
287.14417,Susceptible
287.18611,Susceptible
287.33414,Susceptible
287.32678,Resistant
287.18465,Susceptible
287.26076,Resistant
287.14484,Resistant
287.17006,Susceptible
287.18686,Resistant
287.33342,Susceptible
287.18029,Resistant
287.17603,Resistant
287.24701,Resistant
287.26078,Susceptible
287.17704,Susceptible
287.1247,Susceptible
287.13305,Susceptible
287.29445,Resistant
287.29694,Susceptible
287.26479,Resistant
287.7053,Susceptible
287.9489,Resistant
287.7652,Resistant
287.24705,Susceptible
287.9303,Susceptible
287.3337,Susceptible
287.9616,Susceptible
287.8915,Resistant
287.24762,Susceptible
287.2965,Resistant
287.27307,Susceptible
287.34363,Susceptible
208964.488,Susceptible
287.33648,Susceptible
287.7851,Resistant
287.3919,Resistant
287.8989,Resistant
287.32478,Susceptible
287.7796,Susceptible
287.9612,Resistant
287.33682,Resistant
287.30319,Resistant
287.7858,Susceptible
287.30282,Resistant
287.31702,Resistant
287.9095,Resistant
287.9795,Resistant
287.28408,Resistant
287.11968,Resistant
287.34255,Resistant
287.17036,Resistant
287.1088,Resistant
287.11178,Susceptible
287.2577,Susceptible
287.884,Resistant
287.25892,Resistant
287.8493,Resistant
287.27694,Susceptible
287.7072,Susceptible
287.14431,Resistant
287.34395,Resistant
287.9063,Susceptible
287.14479,Resistant
287.16817,Resistant
287.12767,Resistant
287.32682,Resistant
287.26408,Susceptible
287.12098,Susceptible
287.19397,Susceptible
287.31356,Susceptible
287.9257,Resistant
287.30286,Resistant
287.2837,Resistant
287.14271,Resistant
287.731,Resistant
287.7319,Resistant
287.847,Susceptible
287.33803,Susceptible
287.1068,Susceptible
287.27099,Resistant
287.18408,Resistant
287.7786,Resistant
287.7822,Susceptible
287.3907,Resistant
287.4322,Susceptible
287.16558,Susceptible
287.18286,Susceptible
287.4294,Susceptible
287.1023,Susceptible
287.33023,Resistant
287.7336,Resistant
287.18118,Resistant
287.12589,Resistant
287.9896,Susceptible
287.12684,Susceptible
287.284,Susceptible
287.9103,Resistant
287.31147,Susceptible
287.29796,Resistant
287.9119,Susceptible
287.7676,Susceptible
287.25918,Susceptible
287.34265,Resistant
287.1028,Resistant
287.31162,Resistant
287.8494,Resistant
287.24718,Resistant
287.9426,Susceptible
287.6935,Susceptible
287.18411,Susceptible
287.4546,Resistant
287.9482,Resistant
287.15856,Resistant
287.25865,Susceptible
287.12623,Susceptible
287.14424,Resistant
287.863,Susceptible
287.18577,Susceptible
287.15753,Resistant
287.7897,Resistant
287.12485,Susceptible
287.16562,Resistant
287.31405,Resistant
287.9486,Resistant
287.14717,Resistant
287.29405,Resistant
287.9202,Resistant
287.7791,Resistant
287.13277,Resistant
287.12852,Susceptible
287.25803,Susceptible
287.8393,Susceptible
287.7804,Susceptible
287.1794,Resistant
287.34127,Susceptible
287.33,Resistant
287.10296,Susceptible
287.873,Susceptible
287.29218,Resistant
287.9184,Resistant
287.19193,Resistant
287.13315,Resistant
287.18459,Resistant
287.7694,Susceptible
287.12091,Resistant
287.18535,Susceptible
287.8985,Resistant
287.24732,Resistant
287.838,Resistant
287.32539,Susceptible
287.25762,Susceptible
287.9787,Resistant
287.9334,Susceptible
287.7884,Susceptible
287.19412,Susceptible
287.27707,Susceptible
287.17834,Resistant
287.4258,Susceptible
287.14824,Resistant
287.3165,Resistant
287.9162,Susceptible
287.7302,Susceptible
287.18062,Susceptible
287.7325,Susceptible
287.25987,Susceptible
287.19461,Susceptible
287.7287,Susceptible
287.6934,Resistant
287.34377,Resistant
287.34113,Susceptible
287.17908,Resistant
287.8972,Susceptible
287.10563,Susceptible
287.693,Resistant
287.4306,Resistant
287.444,Susceptible
287.6891,Susceptible
287.17665,Resistant
287.34112,Susceptible
287.6458,Susceptible
287.9563,Resistant
287.14429,Susceptible
287.6414,Susceptible
287.4051,Resistant
287.26453,Resistant
287.17606,Resistant
287.9118,Resistant
287.18269,Resistant
287.18702,Susceptible
287.1854,Susceptible
208964.93,Susceptible
287.29723,Resistant
287.11105,Resistant
287.7613,Susceptible
287.12734,Resistant
287.33735,Resistant
287.8955,Susceptible
287.4289,Resistant
287.27051,Susceptible
287.7316,Susceptible
287.892,Susceptible
287.31408,Susceptible
287.9807,Susceptible
287.783,Resistant
287.27708,Susceptible
287.7029,Susceptible
287.10569,Resistant
287.18529,Susceptible
287.34026,Resistant
287.10283,Susceptible
287.31219,Susceptible
287.14449,Susceptible
287.7051,Resistant
287.32669,Resistant
287.19411,Susceptible
287.5966,Resistant
1402509.3,Susceptible
287.7312,Resistant
287.6987,Susceptible
287.11963,Susceptible
287.27048,Resistant
287.9466,Susceptible
287.33413,Resistant
287.7527,Susceptible
287.30284,Resistant
287.10036,Susceptible
287.1922,Resistant
287.9137,Susceptible
287.5771,Susceptible
287.18039,Resistant
287.28362,Resistant
287.1026,Susceptible
287.11971,Resistant
287.29702,Susceptible
287.34063,Resistant
287.9434,Resistant
287.18445,Susceptible
287.8041,Susceptible
287.7883,Susceptible
287.9022,Resistant
287.27779,Resistant
287.17521,Resistant
287.12468,Susceptible
287.31144,Susceptible
1447539.3,Susceptible
287.16921,Susceptible
287.11184,Susceptible
287.4078,Susceptible
287.12716,Susceptible
287.26066,Susceptible
287.17558,Susceptible
287.9195,Susceptible
287.13328,Resistant
287.8986,Susceptible
287.942,Resistant
287.7481,Susceptible
287.783,Resistant
287.34298,Susceptible
287.2705,Resistant
287.5769,Susceptible
287.851,Resistant
287.14758,Resistant
287.8914,Susceptible
287.26557,Resistant
287.5672,Resistant
287.9446,Resistant
287.17857,Resistant
287.10646,Resistant
287.1209,Resistant
287.4558,Susceptible
287.19418,Susceptible
287.31722,Resistant
287.11545,Resistant
287.778,Resistant
287.14813,Susceptible
287.26555,Susceptible
287.985,Resistant
287.25929,Susceptible
287.28306,Susceptible
287.34392,Susceptible
287.27059,Susceptible
287.14404,Susceptible
287.12703,Resistant
287.954,Resistant
287.7845,Susceptible
287.12523,Resistant
287.14052,Resistant
287.28457,Resistant
287.19388,Susceptible
287.34099,Susceptible
287.12644,Resistant
287.1254,Susceptible
287.33331,Resistant
1402533.3,Resistant
287.8935,Resistant
287.12811,Resistant
287.14828,Resistant
287.9042,Susceptible
287.34074,Susceptible
287.6933,Resistant
287.6948,Susceptible
287.12702,Resistant
287.12104,Resistant
287.78,Resistant
287.12724,Susceptible
287.6975,Resistant
287.7463,Susceptible
287.27631,Resistant
287.19553,Susceptible
287.7654,Susceptible
287.183,Susceptible
1402536.3,Resistant
287.9366,Susceptible
287.33638,Susceptible
287.7823,Resistant
287.11588,Susceptible
287.17874,Resistant
287.34344,Susceptible
287.7684,Resistant
287.9603,Resistant
287.31756,Susceptible
287.17609,Resistant
287.17896,Resistant
287.31213,Susceptible
287.19394,Susceptible
287.2574,Susceptible
287.7058,Susceptible
287.4277,Resistant
287.1246,Resistant
287.8419,Resistant
287.31455,Resistant
287.704,Susceptible
287.31195,Susceptible
287.14756,Susceptible
287.14444,Susceptible
287.6463,Resistant
287.8548,Resistant
287.12488,Susceptible
287.344,Resistant
287.5679,Susceptible
287.855,Resistant
287.4264,Susceptible
287.13714,Resistant
287.26016,Resistant
287.17899,Resistant
287.26057,Susceptible
287.9462,Resistant
287.31486,Resistant
287.31203,Susceptible
287.5956,Resistant
287.24597,Susceptible
287.27311,Susceptible
287.4434,Susceptible
287.14477,Resistant
287.13257,Susceptible
287.27044,Resistant
287.17666,Resistant
287.19534,Susceptible
287.31152,Susceptible
287.32485,Susceptible
287.4543,Resistant
287.1161,Susceptible
287.7434,Susceptible
287.19426,Susceptible
287.18467,Susceptible
287.7746,Susceptible
287.32607,Resistant
287.3434,Resistant
287.34236,Resistant
287.14428,Susceptible
287.32622,Resistant
287.27788,Resistant
287.6415,Susceptible
287.11128,Susceptible
287.17476,Susceptible
287.18398,Resistant
287.1833,Susceptible
287.27288,Resistant
287.2941,Resistant
287.16852,Resistant
287.10005,Susceptible
287.11143,Susceptible
287.16611,Susceptible
287.8494,Susceptible
287.16995,Susceptible
287.29783,Resistant
287.9413,Susceptible
287.2944,Resistant
287.25197,Resistant
287.14401,Resistant
287.31725,Resistant
287.938,Resistant
287.16839,Resistant
287.19645,Susceptible
287.12757,Susceptible
287.28383,Susceptible
287.26096,Resistant
287.955,Resistant
287.18141,Susceptible
287.6901,Resistant
287.7596,Susceptible
287.31745,Resistant
287.27083,Susceptible
287.19561,Susceptible
287.6349,Susceptible
287.7275,Susceptible
287.12444,Susceptible
287.7574,Susceptible
287.4398,Susceptible
287.125,Resistant
287.7824,Resistant
287.34366,Susceptible
287.17493,Resistant
287.3263,Resistant
287.31648,Resistant
287.28471,Susceptible
287.16619,Susceptible
287.18057,Susceptible
287.28354,Resistant
287.18106,Susceptible
287.14767,Resistant
287.975,Resistant
287.19209,Susceptible
287.13862,Resistant
287.16595,Resistant
287.8032,Resistant
287.17047,Resistant
287.1123,Resistant
287.6443,Susceptible
287.1284,Susceptible
287.4554,Resistant
287.18001,Susceptible
287.19466,Susceptible
287.1122,Susceptible
287.9864,Susceptible
287.93,Susceptible
1402562.3,Susceptible
287.1073,Susceptible
287.1274,Resistant
287.1016,Resistant
287.5687,Resistant
287.33018,Resistant
287.13852,Susceptible
287.34138,Susceptible
287.4549,Resistant
287.26008,Resistant
208964.509,Susceptible
287.3404,Susceptible
287.767,Susceptible
287.19175,Susceptible
287.16973,Susceptible
287.9369,Susceptible
287.16539,Susceptible
287.17692,Resistant
287.6867,Susceptible
287.25873,Susceptible
287.12571,Resistant
287.34277,Resistant
287.33645,Susceptible
287.29829,Susceptible
287.9051,Susceptible
287.11153,Susceptible
287.1064,Resistant
287.12636,Resistant
287.18119,Resistant
287.917,Susceptible
287.8498,Susceptible
287.10891,Susceptible
287.7374,Susceptible
287.294,Susceptible
287.91,Susceptible
287.26523,Resistant
287.25213,Susceptible
287.18554,Resistant
287.6837,Resistant
287.6809,Susceptible
287.4324,Susceptible
287.28477,Susceptible
287.19544,Susceptible
287.11743,Resistant
287.25786,Resistant
287.7531,Susceptible
287.7976,Susceptible
287.6818,Resistant
287.33753,Susceptible
287.317,Resistant
287.27739,Susceptible
287.18487,Resistant
287.7408,Susceptible
287.32527,Susceptible
287.8382,Resistant
287.32479,Susceptible
287.9464,Resistant
287.24986,Susceptible
287.6411,Susceptible
287.31397,Susceptible
287.26032,Susceptible
287.33754,Susceptible
287.2521,Susceptible
287.8383,Susceptible
287.9907,Susceptible
1402514.3,Susceptible
287.3117,Susceptible
287.27084,Susceptible
1402513.3,Susceptible
287.25765,Susceptible
287.9152,Susceptible
287.12619,Resistant
287.28474,Susceptible
287.33398,Susceptible
1402545.3,Susceptible
287.919,Susceptible
287.5709,Susceptible
287.12505,Susceptible
287.6472,Susceptible
287.28475,Susceptible
287.7305,Resistant
287.8932,Susceptible
287.25268,Resistant
287.1154,Susceptible
287.9014,Resistant
287.28433,Susceptible
287.27214,Susceptible
287.3174,Resistant
287.14815,Resistant
287.6344,Susceptible
287.18124,Resistant
287.10031,Susceptible
287.19234,Resistant
1402542.3,Susceptible
287.31222,Resistant
287.18421,Susceptible
287.19149,Resistant
287.18435,Susceptible
287.18563,Resistant
287.3405,Susceptible
287.7737,Resistant
287.29366,Susceptible
287.31217,Resistant
287.31456,Resistant
287.4446,Susceptible
287.28315,Susceptible
287.26503,Resistant
287.9775,Susceptible
287.29658,Susceptible
287.6879,Susceptible
287.30306,Resistant
287.32595,Susceptible
287.2845,Susceptible
287.31706,Resistant
287.637,Resistant
287.25176,Susceptible
287.6341,Susceptible
287.6329,Resistant
287.1205,Susceptible
287.18326,Resistant
287.29672,Resistant
287.33912,Resistant
287.17912,Susceptible
287.13701,Resistant
287.18593,Resistant
287.1034,Susceptible
287.3904,Resistant
287.27225,Susceptible
287.33592,Resistant
287.10025,Susceptible
287.7522,Resistant
287.16867,Resistant
287.8385,Resistant
287.29648,Resistant
287.11533,Resistant
287.9895,Resistant
287.30295,Resistant
287.18034,Resistant
287.4557,Susceptible
287.33619,Resistant
287.29428,Susceptible
287.28469,Resistant
287.33377,Susceptible
287.31439,Resistant
287.7944,Susceptible
287.799,Susceptible
287.7908,Resistant
287.8961,Susceptible
287.14724,Resistant
287.32503,Susceptible
287.17637,Resistant
287.7367,Resistant
287.18008,Resistant
287.27697,Susceptible
287.7595,Susceptible
287.18381,Resistant
287.29396,Susceptible
287.17566,Susceptible
287.16616,Susceptible
287.694,Susceptible
287.33699,Susceptible
287.10298,Susceptible
287.17986,Susceptible
287.17461,Resistant
287.7469,Susceptible
287.1829,Susceptible
287.12686,Resistant
287.7674,Susceptible
287.19233,Susceptible
287.28467,Resistant
287.1057,Susceptible
287.1941,Susceptible
287.1267,Susceptible
287.29393,Susceptible
287.33344,Susceptible
287.27634,Resistant
287.29211,Susceptible
287.7004,Susceptible
287.9852,Resistant
287.34348,Susceptible
287.29687,Susceptible
287.18042,Susceptible
287.18686,Resistant
287.18503,Resistant
287.28464,Susceptible
287.6938,Susceptible
287.6508,Resistant
287.1438,Susceptible
287.7363,Resistant
287.12817,Resistant
287.27146,Susceptible
287.2938,Resistant
287.3262,Resistant
287.791,Susceptible
287.17945,Resistant
287.7331,Resistant
287.1591,Resistant
287.11062,Susceptible
287.29703,Resistant
287.28314,Resistant
287.33694,Susceptible
287.4063,Susceptible
287.29381,Resistant
287.33741,Susceptible
287.33804,Susceptible
287.18023,Susceptible
287.25219,Susceptible
287.28432,Susceptible
287.30288,Resistant
287.18417,Resistant
287.7419,Susceptible
287.14784,Susceptible
287.32517,Susceptible
287.10038,Susceptible
287.7843,Susceptible
287.9351,Resistant
287.12452,Resistant
287.33582,Resistant
287.1426,Resistant
287.25228,Resistant
287.6505,Susceptible
287.29754,Resistant
287.9187,Susceptible
287.1704,Resistant
287.9566,Resistant
287.29755,Resistant
287.29745,Susceptible
287.7971,Susceptible
287.9192,Susceptible
287.18492,Susceptible
287.94,Resistant
287.9441,Susceptible
287.12536,Susceptible
287.7286,Susceptible
287.8891,Resistant
287.14743,Resistant
287.15897,Resistant
287.12502,Resistant
287.14071,Resistant
287.1694,Resistant
287.633,Resistant
287.3723,Susceptible
287.12466,Susceptible
287.7498,Susceptible
287.18367,Resistant
287.17575,Susceptible
287.18596,Resistant
287.29656,Susceptible
287.16579,Resistant
287.19211,Susceptible
287.2588,Resistant
287.16865,Susceptible
287.13857,Susceptible
287.2527,Susceptible
287.17567,Susceptible
287.14426,Resistant
287.12788,Susceptible
287.2608,Resistant
287.16618,Susceptible
287.1174,Susceptible
287.16838,Resistant
287.6973,Resistant
287.7449,Resistant
287.6389,Susceptible
287.10027,Susceptible
287.29691,Susceptible
287.3119,Susceptible
287.7359,Susceptible
287.7491,Susceptible
287.31679,Resistant
